Record_ID,Collection_Date,Zone,Area,Waste_Type,Waste_Collected_KG,Recyclable_KG,Collection_Status,Collection_Delay_Min,Distance_KM,Workers_Count,Disposal_Method,Disposal_Cost,Complaint_Count,Recycling_Rate_Pct,Cost_per_KG,Month,Year
WM115790,2024-04-07,Central,City Center,Paper,20.3,14.6,Completed,0,5.1,2,Recycling,62.44,0,71.92,3.08,2024-04,2024
WM115791,2023-05-12,East,East Ridge,Organic,79.0,0.8,Completed,0,2.1,3,Composting,185.47,0,1.01,2.35,2023-05,2023
WM115792,2024-05-20,North,Lakeview North,Plastic,44.9,19.2,Completed,0,6.1,4,Landfill,71.73,0,42.76,1.6,2024-05,2024
WM115793,2024-09-24,Central,Downtown Core,Paper,16.9,11.4,Completed,0,3.1,2,Recycling,46.09,0,67.46,2.73,2024-09,2024
WM115794,2023-08-24,North,Lakeview North,Organic,72.5,2.7,Completed,0,11.9,6,Landfill,90.61,1,3.72,1.25,2023-08,2023
WM115795,2023-01-23,North,Pine Valley,Paper,19.8,11.2,Completed,0,5.1,2,Recycling,65.24,0,56.57,3.29,2023-01,2023
WM115796,2024-09-05,South,Green Meadows,Plastic,32.2,14.4,Delayed,45,5.5,2,Recycling,98.61,1,44.72,3.06,2024-09,2024
WM115797,2023-05-12,Central,City Center,Organic,98.0,12.8,Delayed,104,16.0,5,Composting,183.63,0,13.06,1.87,2023-05,2023
WM115798,2024-03-27,North,Lakeview North,Organic,84.9,0.8,Completed,0,8.7,3,Composting,191.06,1,0.94,2.25,2024-03,2024
WM115799,2023-10-01,North,Northgate,Plastic,28.7,13.9,Completed,0,8.0,3,Waste-to-Energy,120.79,1,48.43,4.21,2023-10,2023
WM115800,2023-01-01,East,Eastwood,Paper,26.9,16.6,Completed,0,14.7,4,Waste-to-Energy,96.31,1,61.71,3.58,2023-01,2023
WM115801,2024-06-27,South,Sunset Colony,Plastic,20.4,9.1,Completed,0,2.3,3,Recycling,69.88,0,44.61,3.43,2024-06,2024
WM115802,2024-10-22,East,Maple Court,Organic,64.4,4.5,Completed,0,4.2,5,Composting,161.32,0,6.99,2.5,2024-10,2024
WM115803,2023-06-15,East,East Ridge,Metal,26.7,18.9,Completed,0,4.5,3,Recycling,87.93,1,70.79,3.29,2023-06,2023
WM115804,2024-02-14,East,East Ridge,Plastic,40.3,19.4,Completed,0,4.2,3,Recycling,130.46,0,48.14,3.24,2024-02,2024
WM115805,2023-10-24,North,Pine Valley,Organic,58.8,3.1,Completed,0,7.4,3,Composting,110.8,0,5.27,1.88,2023-10,2023
WM115806,2024-11-19,North,Pine Valley,Paper,26.4,13.7,Missed,52,6.4,3,Landfill,40.06,4,51.89,1.52,2024-11,2024
WM115807,2023-04-03,Central,City Center,Plastic,46.1,27.0,Completed,0,11.9,3,Recycling,143.53,0,58.57,3.11,2023-04,2023
WM115808,2024-09-20,Central,Central Square,Plastic,42.0,22.8,Completed,0,2.7,4,Recycling,147.15,0,54.29,3.5,2024-09,2024
WM115809,2023-04-06,South,Sunset Colony,Organic,60.3,0.6,Delayed,51,5.9,4,Waste-to-Energy,237.53,2,1.0,3.94,2023-04,2023
WM115810,2024-07-24,North,Lakeview North,Plastic,41.6,21.1,Completed,0,3.4,4,Recycling,96.08,0,50.72,2.31,2024-07,2024
WM115811,2023-05-21,North,Lakeview North,Organic,98.9,3.2,Completed,0,2.7,5,Composting,213.18,0,3.24,2.16,2023-05,2023
WM115812,2023-11-13,East,Eastwood,Mixed Waste,55.6,3.1,Completed,0,5.2,4,Waste-to-Energy,235.91,0,5.58,4.24,2023-11,2023
WM115813,2024-07-16,West,Westfield,Organic,76.7,2.9,Missed,66,6.1,4,Composting,181.62,3,3.78,2.37,2024-07,2024
WM115814,2024-08-25,South,Southport,Paper,23.0,12.0,Completed,0,6.4,3,Recycling,68.63,0,52.17,2.98,2024-08,2024
WM115815,2023-11-01,West,West End,Organic,61.6,2.5,Completed,0,4.2,4,Composting,137.8,0,4.06,2.24,2023-11,2023
WM115816,2023-06-26,West,Golden West,Paper,17.4,11.8,Completed,0,8.5,3,Recycling,49.58,1,67.82,2.85,2023-06,2023
WM115817,2024-09-06,Central,Market District,Plastic,21.8,14.0,Missed,147,6.7,3,Recycling,61.37,1,64.22,2.82,2024-09,2024
WM115818,2024-10-15,North,Silver Hills,Paper,15.9,8.1,Completed,0,10.0,2,Recycling,58.21,0,50.94,3.66,2024-10,2024
WM115819,2024-02-25,North,Northgate,Plastic,36.6,16.2,Completed,0,6.4,2,Landfill,48.26,0,44.26,1.32,2024-02,2024
WM115820,2023-01-30,North,Lakeview North,Mixed Waste,50.6,7.7,Completed,0,3.7,4,Landfill,79.05,0,15.22,1.56,2023-01,2023
WM115821,2023-05-22,Central,City Center,Organic,116.4,24.7,Completed,0,14.8,6,Composting,232.06,0,21.22,1.99,2023-05,2023
WM115822,2024-12-15,Central,Market District,Mixed Waste,36.0,10.2,Completed,0,5.0,4,Landfill,55.93,0,28.33,1.55,2024-12,2024
WM115823,2023-08-11,East,Orchid Nagar,Plastic,30.9,17.0,Completed,0,10.0,3,Waste-to-Energy,125.31,0,55.02,4.06,2023-08,2023
WM115824,2024-05-19,North,Pine Valley,Paper,25.3,14.1,Delayed,28,6.1,2,Recycling,80.82,0,55.73,3.19,2024-05,2024
WM115825,2024-05-25,South,Harbor South,Organic,88.4,3.1,Completed,0,8.5,4,Landfill,135.19,3,3.51,1.53,2024-05,2024
WM115826,2023-01-03,South,Green Meadows,Plastic,24.8,12.3,Delayed,25,4.2,2,Recycling,90.71,0,49.6,3.66,2023-01,2023
WM115827,2024-03-29,East,Orchid Nagar,Paper,34.9,20.3,Completed,0,3.4,4,Recycling,120.0,1,58.17,3.44,2024-03,2024
WM115828,2024-07-04,South,Palm Residency,Organic,70.6,3.8,Delayed,24,10.3,4,Composting,128.21,0,5.38,1.82,2024-07,2024
WM115829,2023-10-02,North,Pine Valley,Plastic,23.7,10.8,Completed,0,9.1,3,Recycling,84.8,0,45.57,3.58,2023-10,2023
WM115830,2023-12-27,West,Hilltop West,Plastic,36.4,20.3,Completed,0,4.9,2,Landfill,72.07,0,55.77,1.98,2023-12,2023
WM115831,2023-04-08,South,Harbor South,Organic,79.0,4.0,Completed,0,5.6,5,Landfill,122.94,0,5.06,1.56,2023-04,2023
WM115832,2024-04-04,East,Maple Court,Paper,17.9,10.5,Completed,0,4.4,2,Recycling,66.77,1,58.66,3.73,2024-04,2024
WM115833,2023-05-08,North,Rosewood Park,Organic,79.4,0.8,Delayed,57,9.6,5,Composting,176.75,1,1.01,2.23,2023-05,2023
WM115834,2023-06-16,Central,City Center,Metal,21.6,14.5,Completed,0,15.0,4,Waste-to-Energy,94.63,0,67.13,4.38,2023-06,2023
WM115835,2023-09-23,East,Orchid Nagar,Mixed Waste,60.4,8.7,Delayed,41,9.0,5,Waste-to-Energy,220.35,3,14.4,3.65,2023-09,2023
WM115836,2024-01-19,Central,Market District,Organic,29.3,4.3,Completed,0,13.0,3,Composting,74.91,0,14.68,2.56,2024-01,2024
WM115837,2023-05-31,East,East Ridge,Organic,85.9,0.9,Completed,0,4.8,5,Waste-to-Energy,330.39,0,1.05,3.85,2023-05,2023
WM115838,2023-09-05,Central,Market District,Mixed Waste,34.6,7.9,Completed,0,4.9,3,Landfill,49.83,0,22.83,1.44,2023-09,2023
WM115839,2024-07-24,Central,Central Square,Organic,74.4,14.4,Completed,0,4.9,4,Composting,183.85,0,19.35,2.47,2024-07,2024
WM115840,2023-08-06,East,Riverside East,Organic,64.6,6.2,Completed,0,8.3,4,Landfill,77.59,0,9.6,1.2,2023-08,2023
WM115841,2024-08-17,Central,City Center,Metal,25.7,19.2,Completed,0,6.7,4,Recycling,79.23,0,74.71,3.08,2024-08,2024
WM115842,2023-04-12,South,Southport,Paper,19.4,11.3,Delayed,40,14.0,2,Landfill,36.79,1,58.25,1.9,2023-04,2023
WM115843,2024-10-21,South,Sunset Colony,Paper,23.2,13.3,Completed,0,10.5,3,Recycling,71.26,0,57.33,3.07,2024-10,2024
WM115844,2023-10-27,North,Northgate,Organic,84.6,0.8,Completed,0,12.4,4,Landfill,128.61,0,0.95,1.52,2023-10,2023
WM115845,2023-02-17,East,Orchid Nagar,Plastic,40.1,24.7,Completed,0,7.1,3,Landfill,57.15,0,61.6,1.43,2023-02,2023
WM115846,2023-11-27,West,Cedar Town,Organic,67.5,11.7,Completed,0,4.0,4,Composting,149.01,1,17.33,2.21,2023-11,2023
WM115847,2024-12-29,West,West End,Organic,71.6,6.8,Missed,54,2.6,3,Composting,155.19,0,9.5,2.17,2024-12,2024
WM115848,2023-08-23,North,Pine Valley,Plastic,21.8,11.6,Completed,0,11.7,2,Recycling,62.53,0,53.21,2.87,2023-08,2023
WM115849,2024-05-27,East,Riverside East,Paper,22.2,14.3,Completed,0,3.7,2,Recycling,79.42,0,64.41,3.58,2024-05,2024
WM115850,2023-04-07,North,Pine Valley,Plastic,30.7,17.4,Completed,0,6.1,3,Recycling,98.03,0,56.68,3.19,2023-04,2023
WM115851,2023-12-17,West,Golden West,Plastic,35.1,21.4,Completed,0,8.5,3,Recycling,127.2,0,60.97,3.62,2023-12,2023
WM115852,2023-03-31,North,Northgate,Plastic,21.6,9.5,Completed,0,3.4,2,Recycling,76.03,0,43.98,3.52,2023-03,2023
WM115853,2023-07-18,Central,Downtown Core,Mixed Waste,42.1,4.9,Completed,0,6.6,4,Landfill,51.68,0,11.64,1.23,2023-07,2023
WM115854,2023-04-10,South,Green Meadows,Glass,29.6,18.3,Completed,0,14.2,3,Recycling,79.03,0,61.82,2.67,2023-04,2023
WM115855,2024-03-05,South,Harbor South,Paper,26.5,14.6,Completed,0,9.7,5,Recycling,83.61,1,55.09,3.16,2024-03,2024
WM115856,2023-06-01,Central,Market District,Glass,23.0,16.4,Completed,0,11.5,3,Landfill,41.41,0,71.3,1.8,2023-06,2023
WM115857,2024-08-03,East,Eastwood,Organic,79.8,5.6,Completed,0,3.3,5,Composting,155.46,0,7.02,1.95,2024-08,2024
WM115858,2024-12-26,North,Rosewood Park,Mixed Waste,81.6,6.1,Completed,0,7.3,4,Recycling,225.17,0,7.48,2.76,2024-12,2024
WM115859,2023-04-18,East,Eastwood,Organic,74.0,2.0,Completed,0,9.8,5,Composting,165.7,0,2.7,2.24,2023-04,2023
WM115860,2023-06-13,North,Rosewood Park,Organic,82.2,7.7,Completed,0,5.3,5,Composting,179.27,2,9.37,2.18,2023-06,2023
WM115861,2024-03-26,Central,Market District,Mixed Waste,49.8,9.6,Completed,0,8.1,4,Landfill,66.35,0,19.28,1.33,2024-03,2024
WM115862,2023-09-05,East,East Ridge,Organic,88.7,0.9,Completed,0,5.2,5,Composting,212.96,0,1.01,2.4,2023-09,2023
WM115863,2024-04-29,South,Southport,Metal,20.9,12.6,Completed,0,4.8,3,Recycling,72.11,1,60.29,3.45,2024-04,2024
WM115864,2024-03-17,East,Orchid Nagar,Organic,89.4,8.6,Missed,78,13.2,4,Landfill,127.83,3,9.62,1.43,2024-03,2024
WM115865,2024-12-10,North,Lakeview North,Organic,100.2,10.1,Completed,0,7.2,5,Composting,170.69,0,10.08,1.7,2024-12,2024
WM115866,2024-05-14,Central,Market District,Mixed Waste,35.6,6.6,Delayed,44,17.4,3,Landfill,71.19,1,18.54,2.0,2024-05,2024
WM115867,2023-10-06,Central,City Center,Mixed Waste,65.6,14.3,Completed,0,11.2,4,Landfill,96.7,0,21.8,1.47,2023-10,2023
WM115868,2024-06-07,Central,City Center,Mixed Waste,36.2,10.0,Delayed,47,4.3,2,Landfill,62.74,0,27.62,1.73,2024-06,2024
WM115869,2024-10-29,South,Green Meadows,Organic,31.7,0.3,Completed,0,9.3,3,Waste-to-Energy,117.84,1,0.95,3.72,2024-10,2024
WM115870,2023-07-05,South,Southport,Paper,30.6,15.4,Completed,0,6.0,3,Landfill,40.15,0,50.33,1.31,2023-07,2023
WM115871,2024-05-02,North,Northgate,Organic,45.1,3.7,Missed,39,8.7,4,Composting,96.2,1,8.2,2.13,2024-05,2024
WM115872,2023-08-12,West,Cedar Town,Paper,29.0,20.6,Completed,0,6.9,2,Recycling,108.64,0,71.03,3.75,2023-08,2023
WM115873,2024-05-14,East,Orchid Nagar,Paper,31.5,16.0,Completed,0,5.2,4,Recycling,77.57,0,50.79,2.46,2024-05,2024
WM115874,2024-06-29,East,East Ridge,Mixed Waste,44.5,6.3,Completed,0,4.2,2,Waste-to-Energy,155.66,0,14.16,3.5,2024-06,2024
WM115875,2023-04-11,Central,Market District,Mixed Waste,55.5,11.3,Completed,0,8.6,4,Landfill,77.7,0,20.36,1.4,2023-04,2023
WM115876,2023-10-01,North,Silver Hills,Organic,60.8,1.1,Delayed,68,16.5,5,Composting,109.84,3,1.81,1.81,2023-10,2023
WM115877,2024-11-05,North,Rosewood Park,Plastic,33.6,18.1,Missed,83,8.3,4,Recycling,96.53,3,53.87,2.87,2024-11,2024
WM115878,2024-03-07,North,Lakeview North,Organic,63.8,2.3,Delayed,56,1.6,4,Landfill,114.38,1,3.61,1.79,2024-03,2024
WM115879,2024-07-02,South,Green Meadows,Organic,57.2,0.6,Completed,0,4.4,3,Composting,129.27,0,1.05,2.26,2024-07,2024
WM115880,2024-05-26,North,Rosewood Park,Plastic,32.4,16.9,Delayed,63,7.7,2,Recycling,108.84,2,52.16,3.36,2024-05,2024
WM115881,2024-01-25,East,Maple Court,Organic,63.7,6.4,Delayed,49,11.6,4,Composting,132.71,0,10.05,2.08,2024-01,2024
WM115882,2023-07-30,South,Southport,Glass,35.5,20.8,Completed,0,7.7,2,Landfill,59.48,0,58.59,1.68,2023-07,2023
WM115883,2023-03-27,North,Rosewood Park,Plastic,34.0,15.0,Completed,0,16.8,4,Recycling,105.23,1,44.12,3.1,2023-03,2023
WM115884,2024-05-19,West,Cedar Town,Organic,94.2,8.8,Completed,0,6.2,5,Composting,226.19,0,9.34,2.4,2024-05,2024
WM115885,2024-04-24,North,Silver Hills,Organic,59.5,0.6,Completed,0,4.3,4,Composting,108.82,0,1.01,1.83,2024-04,2024
WM115886,2024-08-25,West,Hilltop West,Plastic,45.7,28.7,Delayed,57,6.1,3,Recycling,160.46,0,62.8,3.51,2024-08,2024
WM115887,2023-07-27,South,Southport,Plastic,15.3,7.2,Delayed,35,24.4,3,Recycling,56.71,2,47.06,3.71,2023-07,2023
WM115888,2023-10-22,East,Orchid Nagar,Paper,35.3,21.4,Completed,0,9.8,4,Landfill,61.41,0,60.62,1.74,2023-10,2023
WM115889,2024-09-16,Central,Central Square,Metal,18.5,13.7,Completed,0,2.6,3,Landfill,27.4,0,74.05,1.48,2024-09,2024
WM115890,2023-10-02,North,Lakeview North,Mixed Waste,60.0,8.8,Completed,0,10.7,4,Recycling,194.94,0,14.67,3.25,2023-10,2023
WM115891,2024-08-26,East,Orchid Nagar,Mixed Waste,59.9,10.1,Completed,0,13.1,4,Landfill,96.43,1,16.86,1.61,2024-08,2024
WM115892,2024-01-12,Central,City Center,Plastic,40.9,20.6,Completed,0,17.0,2,Recycling,133.85,0,50.37,3.27,2024-01,2024
WM115893,2023-06-22,East,Riverside East,Organic,87.7,3.4,Completed,0,8.7,4,Composting,202.56,1,3.88,2.31,2023-06,2023
WM115894,2023-05-10,South,Sunset Colony,Paper,18.1,8.6,Completed,0,8.0,2,Recycling,51.91,0,47.51,2.87,2023-05,2023
WM115895,2024-08-22,South,Green Meadows,Plastic,15.2,8.0,Completed,0,13.9,2,Recycling,33.8,1,52.63,2.22,2024-08,2024
WM115896,2024-07-20,West,Hilltop West,Plastic,38.1,24.4,Completed,0,9.3,3,Waste-to-Energy,156.21,0,64.04,4.1,2024-07,2024
WM115897,2023-01-04,Central,Downtown Core,Plastic,37.4,23.1,Completed,0,10.3,3,Recycling,109.04,0,61.76,2.92,2023-01,2023
WM115898,2024-05-10,North,Pine Valley,Organic,37.5,0.8,Completed,0,7.1,3,Composting,74.4,0,2.13,1.98,2024-05,2024
WM115899,2024-01-14,North,Pine Valley,Organic,37.5,2.5,Completed,0,8.9,3,Composting,82.79,0,6.67,2.21,2024-01,2024
WM115900,2023-12-22,South,Southport,Metal,17.8,10.8,Completed,0,11.6,2,Recycling,47.42,1,60.67,2.66,2023-12,2023
WM115901,2024-04-12,South,Palm Residency,Organic,77.0,0.8,Completed,0,2.3,5,Landfill,127.14,0,1.04,1.65,2024-04,2024
WM115902,2024-01-31,South,Harbor South,Glass,60.3,39.1,Missed,115,11.2,3,Recycling,215.03,2,64.84,3.57,2024-01,2024
WM115903,2024-03-13,South,Palm Residency,Glass,46.8,25.3,Completed,0,8.2,3,Recycling,160.88,0,54.06,3.44,2024-03,2024
WM115904,2024-06-24,North,Lakeview North,Organic,80.4,1.0,Completed,0,2.0,4,Composting,186.1,0,1.24,2.31,2024-06,2024
WM115905,2024-12-01,North,Pine Valley,Paper,15.3,9.2,Missed,121,6.7,3,Recycling,43.7,4,60.13,2.86,2024-12,2024
WM115906,2023-02-15,Central,Market District,Glass,21.7,16.6,Missed,80,8.8,4,Recycling,75.75,1,76.5,3.49,2023-02,2023
WM115907,2024-08-31,North,Pine Valley,Organic,66.8,1.6,Completed,0,7.4,3,Composting,97.74,0,2.4,1.46,2024-08,2024
WM115908,2023-02-18,North,Northgate,Organic,61.0,0.6,Delayed,18,6.1,5,Composting,135.12,1,0.98,2.22,2023-02,2023
WM115909,2023-04-30,South,Green Meadows,Glass,13.0,7.8,Completed,0,3.7,2,Landfill,20.52,0,60.0,1.58,2023-04,2023
WM115910,2024-10-19,Central,Downtown Core,Organic,58.7,5.4,Completed,0,9.3,4,Waste-to-Energy,251.14,0,9.2,4.28,2024-10,2024
WM115911,2023-03-15,West,West End,Organic,84.4,9.6,Delayed,70,6.9,3,Composting,141.45,2,11.37,1.68,2023-03,2023
WM115912,2024-02-12,Central,Central Square,Plastic,16.2,10.5,Completed,0,10.1,3,Recycling,48.27,0,64.81,2.98,2024-02,2024
WM115913,2024-05-09,North,Pine Valley,Metal,14.3,8.8,Completed,0,4.1,3,Recycling,44.27,1,61.54,3.1,2024-05,2024
WM115914,2023-09-30,Central,Central Square,Organic,78.0,13.1,Completed,0,14.1,6,Waste-to-Energy,319.54,0,16.79,4.1,2023-09,2023
WM115915,2023-04-17,South,Sunset Colony,Organic,56.3,0.6,Completed,0,10.8,4,Composting,102.89,0,1.07,1.83,2023-04,2023
WM115916,2023-07-03,South,Southport,Organic,68.5,1.3,Completed,0,13.9,4,Composting,135.07,0,1.9,1.97,2023-07,2023
WM115917,2023-12-11,East,East Ridge,Plastic,46.5,19.3,Missed,71,7.3,4,Recycling,141.34,2,41.51,3.04,2023-12,2023
WM115918,2024-08-05,Central,Market District,Paper,22.9,17.2,Delayed,51,10.6,2,Recycling,70.87,2,75.11,3.09,2024-08,2024
WM115919,2024-06-15,West,Hilltop West,Organic,108.8,6.8,Completed,0,4.9,5,Composting,240.37,0,6.25,2.21,2024-06,2024
WM115920,2024-10-30,Central,Downtown Core,Metal,16.6,13.8,Completed,0,9.5,3,Landfill,29.6,0,83.13,1.78,2024-10,2024
WM115921,2023-12-05,Central,Downtown Core,Plastic,33.8,20.6,Completed,0,10.5,4,Landfill,52.73,0,60.95,1.56,2023-12,2023
WM115922,2024-04-03,South,Harbor South,Paper,36.8,22.5,Missed,47,2.1,3,Recycling,115.74,2,61.14,3.15,2024-04,2024
WM115923,2023-08-13,East,East Ridge,Organic,85.8,5.6,Completed,0,8.2,5,Landfill,137.73,0,6.53,1.61,2023-08,2023
WM115924,2024-11-20,North,Silver Hills,Paper,20.9,12.5,Completed,0,3.9,3,Landfill,43.2,0,59.81,2.07,2024-11,2024
WM115925,2024-01-10,Central,City Center,Paper,25.5,20.1,Delayed,56,9.6,2,Recycling,93.65,0,78.82,3.67,2024-01,2024
WM115926,2024-09-21,North,Rosewood Park,Plastic,38.0,21.9,Completed,0,5.8,4,Recycling,110.09,0,57.63,2.9,2024-09,2024
WM115927,2024-11-01,Central,Downtown Core,Paper,14.1,8.1,Delayed,25,4.1,3,Recycling,49.61,1,57.45,3.52,2024-11,2024
WM115928,2024-06-08,South,Southport,Organic,67.2,0.7,Completed,0,2.2,3,Composting,116.81,0,1.04,1.74,2024-06,2024
WM115929,2023-02-25,South,Green Meadows,Paper,19.5,11.0,Completed,0,11.3,3,Recycling,60.02,0,56.41,3.08,2023-02,2023
WM115930,2023-08-28,North,Northgate,Plastic,35.0,19.8,Completed,0,3.6,3,Landfill,52.01,1,56.57,1.49,2023-08,2023
WM115931,2023-10-02,South,Green Meadows,Paper,14.2,7.6,Delayed,25,10.9,3,Recycling,47.58,0,53.52,3.35,2023-10,2023
WM115932,2024-02-10,Central,Market District,Organic,51.6,5.0,Completed,0,5.5,3,Composting,112.12,0,9.69,2.17,2024-02,2024
WM115933,2024-10-29,North,Rosewood Park,Metal,24.8,17.5,Completed,0,5.5,2,Recycling,78.44,0,70.56,3.16,2024-10,2024
WM115934,2024-08-14,South,Harbor South,Metal,29.4,18.1,Completed,0,8.6,3,Recycling,84.06,1,61.56,2.86,2024-08,2024
WM115935,2023-04-24,North,Pine Valley,Organic,65.7,0.7,Completed,0,8.6,4,Landfill,120.9,1,1.07,1.84,2023-04,2023
WM115936,2024-06-28,South,Harbor South,Mixed Waste,57.8,6.3,Missed,92,3.0,3,Waste-to-Energy,233.13,2,10.9,4.03,2024-06,2024
WM115937,2023-04-24,North,Silver Hills,Glass,23.9,16.5,Completed,0,10.8,2,Waste-to-Energy,103.46,0,69.04,4.33,2023-04,2023
WM115938,2024-03-07,South,Green Meadows,Paper,16.6,8.0,Completed,0,6.0,2,Recycling,46.34,0,48.19,2.79,2024-03,2024
WM115939,2024-05-16,Central,Central Square,Organic,67.8,14.5,Completed,0,4.9,5,Composting,118.52,0,21.39,1.75,2024-05,2024
WM115940,2024-01-06,East,Riverside East,Plastic,38.8,22.7,Completed,0,8.5,2,Recycling,131.52,0,58.51,3.39,2024-01,2024
WM115941,2024-07-28,South,Sunset Colony,Plastic,24.2,13.8,Completed,0,8.3,3,Recycling,66.05,0,57.02,2.73,2024-07,2024
WM115942,2024-06-21,East,East Ridge,Organic,84.5,8.3,Completed,0,7.7,5,Composting,189.4,0,9.82,2.24,2024-06,2024
WM115943,2023-03-28,North,Rosewood Park,Metal,22.8,14.5,Completed,0,5.8,3,Recycling,80.67,0,63.6,3.54,2023-03,2023
WM115944,2024-03-21,South,Harbor South,Plastic,48.6,24.5,Completed,0,20.3,3,Recycling,142.17,0,50.41,2.93,2024-03,2024
WM115945,2024-08-27,East,Maple Court,Paper,26.2,17.1,Completed,0,8.6,2,Recycling,86.25,0,65.27,3.29,2024-08,2024
WM115946,2023-07-19,South,Palm Residency,Plastic,44.0,23.1,Delayed,46,3.7,4,Recycling,116.52,0,52.5,2.65,2023-07,2023
WM115947,2023-12-28,West,Westfield,Mixed Waste,47.6,7.8,Completed,0,13.7,4,Recycling,126.17,1,16.39,2.65,2023-12,2023
WM115948,2024-05-01,East,Maple Court,Plastic,33.3,21.5,Completed,0,16.1,3,Recycling,114.58,0,64.56,3.44,2024-05,2024
WM115949,2024-12-17,West,Golden West,Organic,64.4,6.4,Completed,0,5.8,3,Composting,138.92,0,9.94,2.16,2024-12,2024
WM115950,2023-03-25,Central,Market District,Glass,33.6,20.6,Completed,0,2.7,4,Waste-to-Energy,135.3,0,61.31,4.03,2023-03,2023
WM115951,2024-09-10,North,Northgate,Glass,39.4,21.6,Completed,0,9.7,4,Recycling,107.14,0,54.82,2.72,2024-09,2024
WM115952,2023-09-04,South,Sunset Colony,Mixed Waste,28.1,3.5,Completed,0,9.3,4,Landfill,44.7,0,12.46,1.59,2023-09,2023
WM115953,2024-05-31,South,Sunset Colony,Glass,27.2,17.1,Completed,0,6.4,4,Recycling,95.54,0,62.87,3.51,2024-05,2024
WM115954,2023-09-25,North,Lakeview North,Organic,101.0,1.0,Completed,0,8.4,5,Composting,188.66,0,0.99,1.87,2023-09,2023
WM115955,2024-04-09,Central,Market District,Metal,21.4,14.7,Missed,84,6.8,3,Waste-to-Energy,75.3,2,68.69,3.52,2024-04,2024
WM115956,2023-01-14,West,Westfield,Plastic,49.3,28.4,Completed,0,9.4,2,Recycling,137.67,0,57.61,2.79,2023-01,2023
WM115957,2023-08-06,East,Riverside East,Organic,71.7,10.5,Completed,0,4.5,5,Composting,186.71,0,14.64,2.6,2023-08,2023
WM115958,2023-08-22,East,Orchid Nagar,Mixed Waste,62.1,9.0,Completed,0,6.5,3,Landfill,112.2,1,14.49,1.81,2023-08,2023
WM115959,2023-02-14,North,Lakeview North,Paper,34.2,16.8,Completed,0,8.5,3,Recycling,99.0,0,49.12,2.89,2023-02,2023
WM115960,2023-06-09,East,East Ridge,Mixed Waste,35.2,3.0,Completed,0,5.5,4,Landfill,61.03,1,8.52,1.73,2023-06,2023
WM115961,2023-06-07,Central,City Center,Organic,85.2,4.9,Completed,0,3.6,5,Composting,179.78,0,5.75,2.11,2023-06,2023
WM115962,2023-04-10,East,Orchid Nagar,Glass,48.7,31.8,Completed,0,5.5,5,Recycling,173.52,1,65.3,3.56,2023-04,2023
WM115963,2023-03-24,South,Sunset Colony,Paper,17.4,9.5,Completed,0,11.4,2,Recycling,58.23,0,54.6,3.35,2023-03,2023
WM115964,2024-07-09,West,Westfield,Plastic,50.9,27.7,Completed,0,8.0,4,Recycling,133.28,0,54.42,2.62,2024-07,2024
WM115965,2023-06-02,South,Sunset Colony,Organic,68.6,3.0,Completed,0,7.6,4,Landfill,109.78,0,4.37,1.6,2023-06,2023
WM115966,2024-11-12,East,Maple Court,Plastic,28.5,15.2,Completed,0,6.6,5,Recycling,80.45,0,53.33,2.82,2024-11,2024
WM115967,2023-01-21,East,Orchid Nagar,Plastic,30.7,18.0,Completed,0,6.1,2,Recycling,98.12,0,58.63,3.2,2023-01,2023
WM115968,2023-09-07,South,Palm Residency,Glass,46.0,28.2,Completed,0,2.1,3,Recycling,176.54,0,61.3,3.84,2023-09,2023
WM115969,2023-07-08,West,Golden West,Plastic,32.8,17.5,Completed,0,5.9,3,Recycling,118.64,0,53.35,3.62,2023-07,2023
WM115970,2023-11-18,Central,Central Square,Plastic,35.2,21.0,Completed,0,2.2,3,Recycling,116.5,0,59.66,3.31,2023-11,2023
WM115971,2024-06-16,North,Lakeview North,Organic,91.7,0.9,Completed,0,8.8,6,Composting,185.76,0,0.98,2.03,2024-06,2024
WM115972,2024-11-02,Central,City Center,Mixed Waste,58.3,12.8,Completed,0,4.2,4,Landfill,92.64,0,21.96,1.59,2024-11,2024
WM115973,2023-08-07,East,East Ridge,Glass,45.9,26.2,Delayed,44,9.8,3,Recycling,130.9,0,57.08,2.85,2023-08,2023
WM115974,2023-01-17,West,Golden West,Mixed Waste,54.1,15.3,Completed,0,5.0,3,Landfill,85.84,0,28.28,1.59,2023-01,2023
WM115975,2024-05-30,Central,Downtown Core,Mixed Waste,34.3,8.9,Completed,0,2.2,3,Landfill,53.13,0,25.95,1.55,2024-05,2024
WM115976,2023-02-08,East,Riverside East,Mixed Waste,76.4,3.4,Completed,0,7.8,4,Waste-to-Energy,325.34,0,4.45,4.26,2023-02,2023
WM115977,2024-12-01,Central,Downtown Core,Organic,47.0,3.1,Completed,0,12.1,3,Composting,112.43,0,6.6,2.39,2024-12,2024
WM115978,2023-05-22,North,Lakeview North,Paper,37.5,16.6,Completed,0,11.5,2,Recycling,120.15,0,44.27,3.2,2023-05,2023
WM115979,2023-12-12,North,Lakeview North,Organic,85.0,2.1,Completed,0,8.7,5,Composting,179.59,0,2.47,2.11,2023-12,2023
WM115980,2023-10-30,West,Hilltop West,Mixed Waste,40.4,3.4,Completed,0,7.4,4,Recycling,119.65,1,8.42,2.96,2023-10,2023
